주상병코드,진료년도,가입자구분,성별,연령,진료실인원(명),진료건수(건),총진료비(천원)
F00-F09,2018년,지역,여자,45-49세,853,2540,428687
F00-F09,2018년,지역,여자,50-54세,2126,5426,737581
F00-F09,2018년,지역,여자,55-59세,5185,14226,2205042
F00-F09,2018년,지역,여자,60-64세,8607,26393,4315001
F00-F09,2018년,지역,여자,65세 이상,161139,904629,490368380
F00-F09,2018년,직장,남자,0-4세,228,305,12974
F00-F09,2018년,직장,남자,5-9세,134,317,15090
F00-F09,2018년,직장,남자,10-14세,145,524,40868
F00-F09,2018년,직장,남자,15-19세,244,792,137863
F00-F09,2018년,직장,남자,20-24세,367,1394,291825
F00-F09,2018년,직장,남자,25-29세,413,1831,382121
F00-F09,2018년,직장,남자,30-34세,401,1503,363478
F00-F09,2018년,직장,남자,35-39세,516,1735,326536
F00-F09,2018년,직장,남자,40-44세,581,1915,459457
F00-F09,2018년,직장,남자,45-49세,977,2960,546944
F00-F09,2018년,직장,남자,50-54세,1759,5553,1501656
F00-F09,2018년,직장,남자,55-59세,4239,14982,5058350
F00-F09,2018년,직장,남자,60-64세,8290,30719,10998063
F00-F09,2018년,직장,남자,65세 이상,144671,748249,292467604
F00-F09,2018년,직장,여자,0-4세,180,236,10604
F00-F09,2018년,직장,여자,5-9세,85,147,10742
F00-F09,2018년,직장,여자,10-14세,71,405,27199
F00-F09,2018년,직장,여자,15-19세,138,528,78325
F00-F09,2018년,직장,여자,20-24세,311,1000,195339
F00-F09,2018년,직장,여자,25-29세,309,995,237228
F00-F09,2018년,직장,여자,30-34세,284,961,164746
F00-F09,2018년,직장,여자,35-39세,432,1253,244691
F00-F09,2018년,직장,여자,40-44세,609,1592,179904
F00-F09,2018년,직장,여자,45-49세,1376,3435,488402
F00-F09,2018년,직장,여자,50-54세,3687,9420,1080590
F00-F09,2018년,직장,여자,55-59세,9534,26923,3091427
F00-F09,2018년,직장,여자,60-64세,16486,52047,6501480
F00-F09,2018년,직장,여자,65세 이상,333242,1910147,1006704376
F00-F09,2019년,지역,남자,0-4세,47,56,3834
F00-F09,2019년,지역,남자,5-9세,38,135,16161
F00-F09,2019년,지역,남자,10-14세,38,86,9560
F00-F09,2019년,지역,남자,15-19세,101,339,79992
F00-F09,2019년,지역,남자,20-24세,162,721,134500
F00-F09,2019년,지역,남자,25-29세,212,916,199116
F00-F09,2019년,지역,남자,30-34세,255,941,317835
F00-F09,2019년,지역,남자,35-39세,325,1452,356876
F00-F09,2019년,지역,남자,40-44세,450,1918,728698
F00-F09,2019년,지역,남자,45-49세,747,2748,1214659
F00-F09,2019년,지역,남자,50-54세,1306,4783,2300902
F00-F09,2019년,지역,남자,55-59세,2760,10186,5213938
F00-F09,2019년,지역,남자,60-64세,5279,19517,8407160
F00-F09,2019년,지역,남자,65세 이상,71568,353432,137613625
F00-F09,2019년,지역,여자,0-4세,38,41,2992
F00-F09,2019년,지역,여자,5-9세,14,17,807
F00-F09,2019년,지역,여자,10-14세,28,77,4072
F00-F09,2019년,지역,여자,15-19세,46,117,31264
F00-F09,2019년,지역,여자,20-24세,89,363,97804
F00-F09,2019년,지역,여자,25-29세,135,418,66893
F00-F09,2019년,지역,여자,30-34세,185,673,118927
F00-F09,2019년,지역,여자,35-39세,261,831,160037
F00-F09,2019년,지역,여자,40-44세,415,1187,260385
F00-F09,2019년,지역,여자,45-49세,758,2115,342058
F00-F09,2019년,지역,여자,50-54세,2081,5729,910131
F00-F09,2019년,지역,여자,55-59세,5189,14303,2396034
F00-F09,2019년,지역,여자,60-64세,9887,30254,4572634
F00-F09,2019년,지역,여자,65세 이상,185207,1061686,530516949
F00-F09,2019년,직장,남자,0-4세,242,272,9674
F00-F09,2019년,직장,남자,5-9세,159,480,30119
F00-F09,2019년,직장,남자,10-14세,185,517,54571
F00-F09,2019년,직장,남자,15-19세,270,958,141179
F00-F09,2019년,직장,남자,20-24세,401,1429,228950
F00-F09,2019년,직장,남자,25-29세,445,1885,387693
F00-F09,2019년,직장,남자,30-34세,405,1560,487285
F00-F09,2019년,직장,남자,35-39세,453,1627,292804
F00-F09,2019년,직장,남자,40-44세,569,1934,419688
F00-F09,2019년,직장,남자,45-49세,900,2746,553062
F00-F09,2019년,직장,남자,50-54세,1757,5144,1286132
F00-F09,2019년,직장,남자,55-59세,4202,14932,4812039
F00-F09,2019년,직장,남자,60-64세,8913,33391,11003524
F00-F09,2019년,직장,남자,65세 이상,158501,823944,300088453
F00-F09,2019년,직장,여자,0-4세,200,256,10983
F00-F09,2019년,직장,여자,5-9세,94,213,13297
F00-F09,2019년,직장,여자,10-14세,83,291,20519
F00-F09,2019년,직장,여자,15-19세,166,537,102943
F00-F09,2019년,직장,여자,20-24세,285,941,167259
F00-F09,2019년,직장,여자,25-29세,368,1324,261818
F00-F09,2019년,직장,여자,30-34세,314,1024,180724
F00-F09,2019년,직장,여자,35-39세,426,1259,188469
F00-F09,2019년,직장,여자,40-44세,663,1736,307995
F00-F09,2019년,직장,여자,45-49세,1357,3473,621869
F00-F09,2019년,직장,여자,50-54세,3803,9536,1160302
F00-F09,2019년,직장,여자,55-59세,9713,27223,3088292
F00-F09,2019년,직장,여자,60-64세,18694,58497,6494230
F00-F09,2019년,직장,여자,65세 이상,363060,2071808,1016868741
F00-F09,2020년,지역,남자,0-4세,35,41,1110
F00-F09,2020년,지역,남자,5-9세,32,52,2057
F00-F09,2020년,지역,남자,10-14세,24,58,9099
F00-F09,2020년,지역,남자,15-19세,65,368,68903
F00-F09,2020년,지역,남자,20-24세,135,536,169147
F00-F09,2020년,지역,남자,25-29세,174,774,267103
F00-F09,2020년,지역,남자,30-34세,220,918,293292
F00-F09,2020년,지역,남자,35-39세,292,1213,553556
F00-F09,2020년,지역,남자,40-44세,411,1594,625581
F00-F09,2020년,지역,남자,45-49세,654,2504,1260356
F00-F09,2020년,지역,남자,50-54세,1242,4410,1937638
F00-F09,2020년,지역,남자,55-59세,2494,9349,4759217
F00-F09,2020년,지역,남자,60-64세,5293,19176,9032343
F00-F09,2020년,지역,남자,65세 이상,75631,370770,151396775
F00-F09,2020년,지역,여자,0-4세,30,33,1302
F00-F09,2020년,지역,여자,5-9세,28,38,4131
F00-F09,2020년,지역,여자,10-14세,9,25,1838
F00-F09,2020년,지역,여자,15-19세,35,61,21412
F00-F09,2020년,지역,여자,20-24세,99,401,91241
F00-F09,2020년,지역,여자,25-29세,141,480,101152
F00-F09,2020년,지역,여자,30-34세,190,671,135348
F00-F09,2020년,지역,여자,35-39세,215,737,113494
F00-F09,2020년,지역,여자,40-44세,344,1100,294770
F00-F09,2020년,지역,여자,45-49세,717,1857,435223
F00-F09,2020년,지역,여자,50-54세,1860,5258,725258
F00-F09,2020년,지역,여자,55-59세,4620,12357,2012916
F00-F09,2020년,지역,여자,60-64세,9945,29321,4673915
F00-F09,2020년,지역,여자,65세 이상,196062,1128030,581032393
F00-F09,2020년,직장,남자,0-4세,204,234,9918
F00-F09,2020년,직장,남자,5-9세,130,299,23279
F00-F09,2020년,직장,남자,10-14세,106,330,23130
F00-F09,2020년,직장,남자,15-19세,192,704,103831
F00-F09,2020년,직장,남자,20-24세,340,1373,289817
F00-F09,2020년,직장,남자,25-29세,440,1842,378154
F00-F09,2020년,직장,남자,30-34세,373,1337,433425
F00-F09,2020년,직장,남자,35-39세,447,1460,352932
F00-F09,2020년,직장,남자,40-44세,564,1827,373065
F00-F09,2020년,직장,남자,45-49세,823,2518,529712
F00-F09,2020년,직장,남자,50-54세,1710,4891,1256156
F00-F09,2020년,직장,남자,55-59세,3774,12715,4018655
F00-F09,2020년,직장,남자,60-64세,8963,32379,11035552
F00-F09,2020년,직장,남자,65세 이상,161214,829197,313197058
F00-F09,2020년,직장,여자,0-4세,191,206,8302
F00-F09,2020년,직장,여자,5-9세,104,177,20938
F00-F09,2020년,직장,여자,10-14세,49,216,17568
F00-F09,2020년,직장,여자,15-19세,128,553,117822
F00-F09,2020년,직장,여자,20-24세,251,911,155713
F00-F09,2020년,직장,여자,25-29세,374,1277,228399
F00-F09,2020년,직장,여자,30-34세,332,972,215492
F00-F09,2020년,직장,여자,35-39세,424,1222,168477
F00-F09,2020년,직장,여자,40-44세,629,1646,291124
F00-F09,2020년,직장,여자,45-49세,1292,3200,454897
F00-F09,2020년,직장,여자,50-54세,3405,8537,1034744
F00-F09,2020년,직장,여자,55-59세,9002,24466,2830741
F00-F09,2020년,직장,여자,60-64세,19000,57391,6146055
F00-F09,2020년,직장,여자,65세 이상,366000,2073728,1030865119
F00-F09,2021년,지역,남자,0-4세,52,56,1580
F00-F09,2021년,지역,남자,5-9세,43,69,3811
F00-F09,2021년,지역,남자,10-14세,30,55,4101
F00-F09,2021년,지역,남자,15-19세,60,241,54158
F00-F09,2021년,지역,남자,20-24세,116,461,95439
F00-F09,2021년,지역,남자,25-29세,189,861,260226
F00-F09,2021년,지역,남자,30-34세,228,872,287471
F00-F09,2021년,지역,남자,35-39세,271,1254,489518
F00-F09,2021년,지역,남자,40-44세,418,1644,720621
F00-F09,2021년,지역,남자,45-49세,656,2572,1248055
F00-F09,2021년,지역,남자,50-54세,1154,4425,2028654
F00-F09,2021년,지역,남자,55-59세,2253,8561,5048795
F00-F09,2021년,지역,남자,60-64세,5561,20551,9164358
F00-F09,2021년,지역,남자,65세 이상,86104,415362,162912529
F00-F09,2021년,지역,여자,0-4세,45,48,1394
F00-F09,2021년,지역,여자,5-9세,22,45,3087
F00-F09,2021년,지역,여자,10-14세,24,49,16745
F00-F09,2021년,지역,여자,15-19세,38,94,24771
F00-F09,2021년,지역,여자,20-24세,84,353,44012
F00-F09,2021년,지역,여자,25-29세,118,478,83721
F00-F09,2021년,지역,여자,30-34세,182,651,135536
F00-F09,2021년,지역,여자,35-39세,235,888,210571
F00-F09,2021년,지역,여자,40-44세,347,1114,237383
F00-F09,2021년,지역,여자,45-49세,646,1681,355664
F00-F09,2021년,지역,여자,50-54세,1835,5063,730881
F00-F09,2021년,지역,여자,55-59세,4431,12353,2050007
F00-F09,2021년,지역,여자,60-64세,10926,32997,5563515
F00-F09,2021년,지역,여자,65세 이상,219252,1254574,607082655
F00-F09,2021년,직장,남자,0-4세,281,316,11884
F00-F09,2021년,직장,남자,5-9세,159,250,13866
F00-F09,2021년,직장,남자,10-14세,179,420,31408
F00-F09,2021년,직장,남자,15-19세,204,637,130995
F00-F09,2021년,직장,남자,20-24세,352,1509,286697
F00-F09,2021년,직장,남자,25-29세,436,1855,263256
F00-F09,2021년,직장,남자,30-34세,363,1449,338624
F00-F09,2021년,직장,남자,35-39세,419,1281,301162
F00-F09,2021년,직장,남자,40-44세,549,1958,488381
F00-F09,2021년,직장,남자,45-49세,767,2347,425094
F00-F09,2021년,직장,남자,50-54세,1684,4999,1418540
F00-F09,2021년,직장,남자,55-59세,3554,11865,3850511
F00-F09,2021년,직장,남자,60-64세,9064,32377,10742698
F00-F09,2021년,직장,남자,65세 이상,173824,880642,319976004
F00-F09,2021년,직장,여자,0-4세,232,259,9687
F00-F09,2021년,직장,여자,5-9세,111,159,13764
F00-F09,2021년,직장,여자,10-14세,92,356,31623
F00-F09,2021년,직장,여자,15-19세,145,538,69761
F00-F09,2021년,직장,여자,20-24세,249,1202,136977
F00-F09,2021년,직장,여자,25-29세,341,1265,175643
F00-F09,2021년,직장,여자,30-34세,322,1133,161306
F00-F09,2021년,직장,여자,35-39세,404,1239,171504
F00-F09,2021년,직장,여자,40-44세,567,1580,260528
F00-F09,2021년,직장,여자,45-49세,1183,2948,396879
F00-F09,2021년,직장,여자,50-54세,3350,8629,1028359
F00-F09,2021년,직장,여자,55-59세,8197,22829,2875626
F00-F09,2021년,직장,여자,60-64세,20156,62095,7217252
F00-F09,2021년,직장,여자,65세 이상,387085,2183920,995896862
F10-F19,2010년,지역,남자,0-4세,49,54,5519
F10-F19,2010년,지역,남자,5-9세,4,4,770
F10-F19,2010년,지역,남자,10-14세,24,31,6184
F10-F19,2010년,지역,남자,15-19세,258,336,73840
F10-F19,2010년,지역,남자,20-24세,336,675,219146
F10-F19,2010년,지역,남자,25-29세,701,1918,1053076
F10-F19,2010년,지역,남자,30-34세,1469,4958,3038433
F10-F19,2010년,지역,남자,35-39세,2862,11137,6876577
F10-F19,2010년,지역,남자,40-44세,4531,18050,11791491
F10-F19,2010년,지역,남자,45-49세,5705,22886,15095858
F10-F19,2010년,지역,남자,50-54세,5702,23425,16130875
F10-F19,2010년,지역,남자,55-59세,3631,14996,10885034
F10-F19,2010년,지역,남자,60-64세,2325,10115,7764239
F10-F19,2010년,지역,남자,65세 이상,3283,14203,11418155
F10-F19,2010년,지역,여자,0-4세,31,36,3713
F10-F19,2010년,지역,여자,5-9세,4,5,2697
F10-F19,2010년,지역,여자,10-14세,53,67,13195
F10-F19,2010년,지역,여자,15-19세,229,265,75025
F10-F19,2010년,지역,여자,20-24세,359,557,152651
F10-F19,2010년,지역,여자,25-29세,645,1662,555788
F10-F19,2010년,지역,여자,30-34세,913,3013,1179502
F10-F19,2010년,지역,여자,35-39세,1132,3615,1280230
F10-F19,2010년,지역,여자,40-44세,1338,4600,1756617
F10-F19,2010년,지역,여자,45-49세,1311,4319,1521260
F10-F19,2010년,지역,여자,50-54세,1107,3222,1370540
F10-F19,2010년,지역,여자,55-59세,596,1846,869269
F10-F19,2010년,지역,여자,60-64세,320,867,416611
F10-F19,2010년,지역,여자,65세 이상,600,1663,995395
F10-F19,2010년,직장,남자,0-4세,117,126,27036
F10-F19,2010년,직장,남자,5-9세,21,26,4118
F10-F19,2010년,직장,남자,10-14세,42,62,9432
F10-F19,2010년,직장,남자,15-19세,392,511,105166
F10-F19,2010년,직장,남자,20-24세,538,905,271708
F10-F19,2010년,직장,남자,25-29세,1122,2452,771703
F10-F19,2010년,직장,남자,30-34세,1646,4381,1842856
F10-F19,2010년,직장,남자,35-39세,2268,7294,3147184
F10-F19,2010년,직장,남자,40-44세,3070,10805,4313362
F10-F19,2010년,직장,남자,45-49세,3698,14004,6179720
F10-F19,2010년,직장,남자,50-54세,4738,19551,10236102
F10-F19,2010년,직장,남자,55-59세,4520,19239,12393567
F10-F19,2010년,직장,남자,60-64세,3871,17364,11711239
F10-F19,2010년,직장,남자,65세 이상,6736,29966,21345697
F10-F19,2010년,직장,여자,0-4세,106,115,12157
F10-F19,2010년,직장,여자,5-9세,7,8,537
F10-F19,2010년,직장,여자,10-14세,45,60,8374
F10-F19,2010년,직장,여자,15-19세,290,342,73132
F10-F19,2010년,직장,여자,20-24세,579,966,220543
F10-F19,2010년,직장,여자,25-29세,838,1736,497725
F10-F19,2010년,직장,여자,30-34세,829,2307,844513
F10-F19,2010년,직장,여자,35-39세,870,2896,811580
F10-F19,2010년,직장,여자,40-44세,935,3015,811975
F10-F19,2010년,직장,여자,45-49세,986,3262,1135690
F10-F19,2010년,직장,여자,50-54세,977,3203,1141270
F10-F19,2010년,직장,여자,55-59세,711,2310,843805
F10-F19,2010년,직장,여자,60-64세,464,1476,626660
F10-F19,2010년,직장,여자,65세 이상,1041,2898,1591861
F10-F19,2011년,지역,남자,0-4세,37,43,9327
F10-F19,2011년,지역,남자,5-9세,3,4,695
F10-F19,2011년,지역,남자,10-14세,20,28,6663
F10-F19,2011년,지역,남자,15-19세,276,368,73852
F10-F19,2011년,지역,남자,20-24세,340,623,184897
F10-F19,2011년,지역,남자,25-29세,658,2035,993721
F10-F19,2011년,지역,남자,30-34세,1480,5213,3254616
F10-F19,2011년,지역,남자,35-39세,2686,10568,6731592
F10-F19,2011년,지역,남자,40-44세,4570,18496,12080431
F10-F19,2011년,지역,남자,45-49세,5638,22853,15470510
F10-F19,2011년,지역,남자,50-54세,6052,24226,17315966
F10-F19,2011년,지역,남자,55-59세,4168,17205,12847258
F10-F19,2011년,지역,남자,60-64세,2554,10875,8597752
F10-F19,2011년,지역,남자,65세 이상,3580,16047,12822471
F10-F19,2011년,지역,여자,0-4세,28,30,5121
F10-F19,2011년,지역,여자,5-9세,7,7,578
F10-F19,2011년,지역,여자,10-14세,55,71,18062
F10-F19,2011년,지역,여자,15-19세,254,301,66793
F10-F19,2011년,지역,여자,20-24세,365,715,165519
F10-F19,2011년,지역,여자,25-29세,607,1546,478398
F10-F19,2011년,지역,여자,30-34세,930,3121,1305237
F10-F19,2011년,지역,여자,35-39세,1159,3749,1437666
F10-F19,2011년,지역,여자,40-44세,1420,4958,1935345
F10-F19,2011년,지역,여자,45-49세,1277,4217,1580929
F10-F19,2011년,지역,여자,50-54세,1146,3582,1513891
F10-F19,2011년,지역,여자,55-59세,643,2183,951212
F10-F19,2011년,지역,여자,60-64세,293,938,525813
F10-F19,2011년,지역,여자,65세 이상,633,1870,1143628
F10-F19,2011년,직장,남자,0-4세,143,157,19113
F10-F19,2011년,직장,남자,5-9세,12,13,1049
F10-F19,2011년,직장,남자,10-14세,28,50,5781
F10-F19,2011년,직장,남자,15-19세,472,621,128341
F10-F19,2011년,직장,남자,20-24세,625,1174,290438
F10-F19,2011년,직장,남자,25-29세,1085,2430,963707
F10-F19,2011년,직장,남자,30-34세,1642,4472,1786822
F10-F19,2011년,직장,남자,35-39세,2129,7104,2878205
F10-F19,2011년,직장,남자,40-44세,3068,11651,4895080
F10-F19,2011년,직장,남자,45-49세,3580,13371,6234854
F10-F19,2011년,직장,남자,50-54세,5125,21074,11285856
F10-F19,2011년,직장,남자,55-59세,5006,21948,14118981
F10-F19,2011년,직장,남자,60-64세,4006,18651,13284158
F10-F19,2011년,직장,남자,65세 이상,7364,33482,25438694
F10-F19,2011년,직장,여자,0-4세,107,116,17875
F10-F19,2011년,직장,여자,5-9세,7,7,765
F10-F19,2011년,직장,여자,10-14세,57,76,11405
F10-F19,2011년,직장,여자,15-19세,352,437,97728
F10-F19,2011년,직장,여자,20-24세,589,965,199411
F10-F19,2011년,직장,여자,25-29세,752,1563,453580
F10-F19,2011년,직장,여자,30-34세,835,2308,887412
F10-F19,2011년,직장,여자,35-39세,869,2845,965435
F10-F19,2011년,직장,여자,40-44세,1026,3736,1031233
F10-F19,2011년,직장,여자,45-49세,929,3192,1101482
F10-F19,2011년,직장,여자,50-54세,1085,3575,1164388
F10-F19,2011년,직장,여자,55-59세,738,2393,1087381
F10-F19,2011년,직장,여자,60-64세,527,1698,673484
F10-F19,2011년,직장,여자,65세 이상,1074,3165,1783579
F10-F19,2012년,지역,남자,0-4세,50,55,5404
F10-F19,2012년,지역,남자,5-9세,4,4,360
F10-F19,2012년,지역,남자,10-14세,28,38,7613
F10-F19,2012년,지역,남자,15-19세,313,398,101342
F10-F19,2012년,지역,남자,20-24세,388,748,243259
F10-F19,2012년,지역,남자,25-29세,613,1880,1012376
F10-F19,2012년,지역,남자,30-34세,1472,5515,3138874
F10-F19,2012년,지역,남자,35-39세,2535,11006,6832408
F10-F19,2012년,지역,남자,40-44세,4821,21470,13833361
F10-F19,2012년,지역,남자,45-49세,5664,25834,16489009
F10-F19,2012년,지역,남자,50-54세,6499,28174,19872098
F10-F19,2012년,지역,남자,55-59세,4533,20749,15438056
F10-F19,2012년,지역,남자,60-64세,2696,12709,10425688
F10-F19,2012년,지역,남자,65세 이상,3766,17955,14532489
F10-F19,2012년,지역,여자,0-4세,43,47,4769
F10-F19,2012년,지역,여자,5-9세,3,3,91
F10-F19,2012년,지역,여자,10-14세,45,57,25904
F10-F19,2012년,지역,여자,15-19세,210,290,62409
F10-F19,2012년,지역,여자,20-24세,386,749,142308
F10-F19,2012년,지역,여자,25-29세,574,1658,477042
F10-F19,2012년,지역,여자,30-34세,898,3517,1266981
F10-F19,2012년,지역,여자,35-39세,1116,4302,1575197
F10-F19,2012년,지역,여자,40-44세,1371,5442,1907062
F10-F19,2012년,지역,여자,45-49세,1279,5094,1670130
F10-F19,2012년,지역,여자,50-54세,1224,4555,1586813
F10-F19,2012년,지역,여자,55-59세,709,2439,1029080
F10-F19,2012년,지역,여자,60-64세,349,1376,674852
F10-F19,2012년,지역,여자,65세 이상,647,2051,1287164
F10-F19,2012년,직장,남자,0-4세,161,168,18529
F10-F19,2012년,직장,남자,5-9세,21,25,2200
F10-F19,2012년,직장,남자,10-14세,23,32,5214
F10-F19,2012년,직장,남자,15-19세,534,707,97801
F10-F19,2012년,직장,남자,20-24세,750,1291,307639
